PCA1,PCA2,TIME,VELOCITY,REPEAT,SIMULATOR
140.19311759714873,5.730506481970451,54.0,47.0,1,READDY
-692.2817905983479,31.10402732469163,0.0003,47.0,2,CYTOSIM
382.7025436907682,-29.1221496830849,71.0,47.0,0,READDY
-335.27850536545316,67.58257213118065,23.5,47.0,2,READDY
-232.82580103146637,46.90100694514956,29.0,47.0,0,READDY
426.56427310950227,25.134002565106584,73.5,15.0,2,READDY
236.579687325348,-25.56361709726491,60.0,47.0,4,READDY
92.5395749383195,40.65052038672866,0.001645,47.0,3,CYTOSIM
-872.8716821116261,7.863737728404317,0.00014,47.0,4,CYTOSIM
505.45158445922704,26.302080722078244,0.00082,150.0,4,CYTOSIM
549.802656678424,24.27659772601919,0.0263,4.7,2,CYTOSIM
276.9973115856439,50.410985140171874,0.0064,15.0,4,CYTOSIM
-945.8436594881141,-229.82193515756296,6.0,150.0,2,READDY
275.83733861266404,-215.69177566824374,71.0,150.0,4,READDY
465.15760093379987,87.05541345316635,0.024875,4.7,3,CYTOSIM
-612.6021123698957,-90.67159394127714,12.5,47.0,4,READDY
635.2421862805018,-22.43193611234267,0.00289,47.0,3,CYTOSIM
572.1865740477103,-85.66657918035617,85.0,4.7,1,READDY
91.60810490107696,83.12142662534995,0.016475,4.7,0,CYTOSIM
-915.3769648955231,-275.04731546379367,9.5,150.0,2,READDY
138.19001497419367,34.10291072798111,53.0,47.0,4,READDY
-712.8776517900955,-246.2651882747532,25.0,150.0,0,READDY
563.4939050337262,-29.57820472905871,0.000865,150.0,2,CYTOSIM
-61.44743399775433,14.638392719646049,41.5,47.0,2,READDY
-382.33138059558024,19.156544680947945,22.5,47.0,0,READDY
321.8647985971068,66.58888058362572,0.0069,15.0,0,CYTOSIM
-218.55557587075236,94.91612109090136,0.00325,15.0,1,CYTOSIM
-934.4749563877288,-49.61159444554346,0.000475,4.7,4,CYTOSIM
-798.6175337997886,-223.6235602396007,17.5,150.0,4,READDY
405.20590272527596,85.46165636692638,0.00075,150.0,2,CYTOSIM
-207.17100476738835,124.77396663838988,0.01093,4.7,4,CYTOSIM
-593.5414623812154,104.37325505180172,10.0,15.0,4,READDY
415.2458210931739,-87.58401594361521,73.5,4.7,3,READDY
-378.3489890056098,126.49344972171491,0.00729,4.7,3,CYTOSIM
-572.1864280572194,-434.6505438706972,35.5,150.0,3,READDY
491.0055575156662,-137.76358129685173,84.0,150.0,3,READDY
714.1361722642268,-218.82956017712786,98.0,4.7,1,READDY
556.9253232900026,-138.917773011235,84.5,4.7,1,READDY
326.9002395509878,81.53875690356938,0.002165,47.0,0,CYTOSIM
278.44382543845774,116.18935344135673,0.000675,150.0,0,CYTOSIM
505.9747484252668,14.877699756011907,0.00082,150.0,1,CYTOSIM
280.52207381333614,62.38715188226092,61.5,4.7,1,READDY
359.692944181781,44.38373140368685,0.00223,47.0,1,CYTOSIM
355.33018367795916,-6.4318981288929535,0.002245,47.0,3,CYTOSIM
-119.87411834278299,-13.531951849308939,39.0,47.0,4,READDY
543.2025387192241,-99.72256798492697,86.0,150.0,1,READDY
-618.6512455046657,19.59206842541073,0.0038,4.7,4,CYTOSIM
-574.7154951533907,53.499889527587584,0.00145,15.0,1,CYTOSIM
-716.1282644905284,36.064254896583634,0.0001,150.0,2,CYTOSIM
478.5089012044729,-133.65515577554459,82.5,150.0,4,READDY
597.9669253741845,-104.06776249880807,86.5,47.0,1,READDY
394.2752373685078,14.944051184133059,71.5,15.0,1,READDY
659.8365229412441,36.31135112330094,0.0094,15.0,2,CYTOSIM
24.581724260827798,84.54628566697363,0.001515,47.0,1,CYTOSIM
156.51340997670349,-59.86971108643354,57.5,150.0,0,READDY
435.7634038701228,49.36885539936645,0.00755,15.0,2,CYTOSIM
436.4741634431343,-81.25070949094845,76.0,47.0,4,READDY
653.6068818622971,-138.9059257894753,92.5,47.0,2,READDY
482.7573026138419,46.757671316586084,0.000825,150.0,2,CYTOSIM
-578.9834876336887,69.68516901797295,0.00145,15.0,2,CYTOSIM
777.144371715038,-233.61797805921344,100.0,4.7,1,READDY
-379.6709805543378,123.90010914889615,0.000265,150.0,3,CYTOSIM
549.6800047121924,84.84472570299647,0.027725,4.7,3,CYTOSIM
-292.2851841937686,60.84079352141555,26.0,47.0,0,READDY
-565.4259456522663,-306.2538647173777,30.5,150.0,0,READDY
433.77804898613914,-71.7173394411999,76.0,47.0,0,READDY
223.63322091521133,13.74573312437792,60.5,15.0,4,READDY
-744.9385664712909,16.298548501448636,0.002375,4.7,3,CYTOSIM
-397.84614534069766,89.45608612586841,0.000745,47.0,2,CYTOSIM
-835.9272220655935,-224.64462274512982,23.0,150.0,3,READDY
-120.21612534495608,69.39400298424164,0.000395,150.0,2,CYTOSIM
474.13908916912436,-53.227385510978024,78.0,4.7,4,READDY
-466.50876331308325,74.48197996185479,0.0002,150.0,1,CYTOSIM
-857.4498509146601,-306.01786423151293,12.5,150.0,2,READDY
501.1534434860402,35.842536340004244,0.02535,4.7,1,CYTOSIM
-69.82880242455408,-354.01253933815997,53.0,150.0,4,READDY
-514.0195939121534,95.40914905850275,14.0,4.7,0,READDY
-558.1231994674715,71.82201176725414,0.00145,15.0,4,CYTOSIM
101.48106625419695,103.581345664781,0.000525,150.0,3,CYTOSIM
-396.3069575801529,43.65080724751704,20.5,15.0,2,READDY
-201.90120717907772,124.29596473218533,0.010615,4.7,3,CYTOSIM
-192.31498066403805,58.27878165742368,32.0,4.7,4,READDY
681.4948998084292,35.88774852087215,0.00305,47.0,3,CYTOSIM
520.7003247562286,-55.54641933939865,80.0,15.0,3,READDY
293.47073187772145,88.27346116331375,0.000655,150.0,2,CYTOSIM
-665.9517499498822,70.79858097263093,0.000365,47.0,4,CYTOSIM
336.1718001065893,101.48958308855993,0.02218,4.7,2,CYTOSIM
456.2545599828846,69.92665482193877,0.00077,150.0,4,CYTOSIM
350.9687392553073,-130.82093329927056,72.0,15.0,4,READDY
-214.44531439689985,91.4667672501622,0.000335,150.0,2,CYTOSIM
-9.288858215414336,-42.36884769672895,46.5,150.0,1,READDY
-574.3696342369819,85.26317091784188,0.000215,150.0,3,CYTOSIM
-914.7983947088703,-70.3969777039257,4.0,47.0,0,READDY
-695.5781381373199,32.96484270059295,8.0,47.0,3,READDY
-980.9498416380616,-178.5784699601909,9.0,150.0,3,READDY
-392.5815059273027,111.78464429511394,0.000745,47.0,4,CYTOSIM
314.6621942500254,69.83366920935407,0.0067,15.0,1,CYTOSIM
245.22982749466286,-45.38968796430515,63.5,150.0,1,READDY
-227.08681913207226,127.09521141960079,0.01014,4.7,2,CYTOSIM
136.34488191541868,15.207786117655019,54.0,15.0,4,READDY
711.008245201818,6.8265163870120205,0.00975,15.0,0,CYTOSIM
-597.3869445759331,47.911782549881764,0.00125,15.0,1,CYTOSIM
666.4315111811502,-155.69666128633423,93.0,150.0,1,READDY
548.9515242005834,37.47246286810753,0.000875,150.0,4,CYTOSIM
-980.1493133789584,-221.49760544272374,3.5,150.0,2,READDY
447.4679597729368,-54.78117445917201,74.5,47.0,3,READDY
-357.45709892436923,99.71724945244284,0.00079,47.0,2,CYTOSIM
-870.5986588341334,-53.10920342876818,0.00111,4.7,2,CYTOSIM
-502.05196715101556,62.0163570111788,15.5,15.0,0,READDY
67.7633950616488,100.415618192961,0.001595,47.0,4,CYTOSIM
-226.28142920557048,23.78877948262698,31.0,15.0,1,READDY
56.37834256853699,137.78320189008548,46.0,47.0,3,READDY
130.43628142348405,63.889017315123624,53.5,15.0,3,READDY
-756.9855900648596,-45.63201706096777,0.000165,150.0,3,CYTOSIM
-187.89780355030825,69.28886970200051,31.5,4.7,1,READDY
673.6607404825436,-9.131860244494533,0.00096,150.0,2,CYTOSIM
653.7161434934212,-172.8985595384214,94.5,150.0,4,READDY
-68.63673287219228,131.25850148720826,0.01299,4.7,3,CYTOSIM
625.843028881844,-134.35895716032144,91.0,4.7,4,READDY
-645.8231981635888,33.934111180537684,0.000195,150.0,3,CYTOSIM
-428.4175011523138,69.39057401913783,0.0021,15.0,1,CYTOSIM
660.9792304784326,58.03012231396963,0.003,47.0,3,CYTOSIM
584.7205618710655,-77.61831535101715,84.5,4.7,3,READDY
649.4706809782112,35.577084330919206,0.02899,4.7,4,CYTOSIM
-488.2580582274585,116.27620171745787,0.0006,47.0,0,CYTOSIM
379.7205221219264,-91.66622234714976,72.5,47.0,4,READDY
-537.3924906673273,67.42516505266371,0.00491,4.7,4,CYTOSIM
665.7470984464903,19.855459236589127,0.02931,4.7,1,CYTOSIM
471.0691753741061,5.212267291415401,0.00253,47.0,1,CYTOSIM
-983.4082863156191,-77.64820356757957,4.5,150.0,0,READDY
-908.9630558996489,-196.55968886947812,12.0,150.0,0,READDY
308.1882640641166,-51.25053521065672,65.5,47.0,0,READDY
149.16179658507195,79.73877905577945,0.000565,150.0,2,CYTOSIM
99.72515810340337,-40.33736602214378,52.5,15.0,2,READDY
-779.1990470259216,-14.105102141098428,0.0007,15.0,1,CYTOSIM
-344.10907592475945,-21.94585624053036,25.5,47.0,4,READDY
-161.60359090070529,108.99771415855491,0.00112,47.0,2,CYTOSIM
89.5982323413046,117.72718289705938,0.01632,4.7,4,CYTOSIM
531.1019779216024,-70.93060525812132,81.0,4.7,1,READDY
253.83577302262364,33.19240650239533,0.02028,4.7,3,CYTOSIM
216.94670603649956,-28.52948447977576,60.0,47.0,2,READDY
603.6677427436834,-135.25223306825058,92.5,150.0,3,READDY
201.99332914051604,-191.0810478539738,69.0,150.0,3,READDY
277.2799551406932,74.24845081024444,0.002055,47.0,3,CYTOSIM
659.367291531747,-122.14628866783482,91.5,4.7,2,READDY
378.2763143892334,-77.99094467326609,73.0,15.0,1,READDY
590.4064772314564,-70.09609921585866,84.5,47.0,2,READDY
-98.79353365713541,116.46639417079348,0.001265,47.0,0,CYTOSIM
-2.3382969667798648,-306.48621757556964,59.5,150.0,3,READDY
5.499802826501252,60.490265434198136,0.00147,47.0,0,CYTOSIM
160.43102016865947,-7.831702753178547,56.0,47.0,1,READDY
196.34349812195018,87.39244394448349,0.001895,47.0,0,CYTOSIM
402.2607734978838,16.644560013882824,0.00735,15.0,1,CYTOSIM
88.86222687439039,102.74753114267617,0.0051,15.0,1,CYTOSIM
10.660330067771724,73.40877385610668,44.5,4.7,2,READDY
-392.9915805208465,88.74732434374516,0.00025,150.0,4,CYTOSIM
-315.18835425705345,74.46607165743114,0.00087,47.0,2,CYTOSIM
-928.1834851531444,-73.81870364640451,0.00025,15.0,4,CYTOSIM
-281.924487693132,76.08858166181642,25.5,15.0,3,READDY
-662.0744667876577,52.00477015230024,0.003325,4.7,2,CYTOSIM
149.95368149395665,73.2127701021592,53.5,4.7,2,READDY
241.36744505575206,33.01451579082914,0.001975,47.0,2,CYTOSIM
164.98652731446043,11.128400127648433,54.5,47.0,1,READDY
-318.099813874225,49.54334348298005,26.0,15.0,1,READDY
440.9040005872691,94.36830575490751,0.00078,150.0,4,CYTOSIM
-625.5504231785255,93.0422476953662,0.000395,47.0,4,CYTOSIM
512.3404290714143,49.35180584528575,0.0263,4.7,0,CYTOSIM
760.3359958129033,-131.5268372719156,98.0,4.7,2,READDY
222.06652879411786,69.36057480952923,0.00191,47.0,2,CYTOSIM
667.6819841460701,-141.37382806021526,91.5,4.7,4,READDY
-915.7828348287419,-72.64502554722219,3.5e-05,150.0,2,CYTOSIM
632.5302158138365,-93.25544007862106,89.0,47.0,4,READDY
-1046.2190394447834,-158.79515473320998,0.5,47.0,2,READDY
195.15985698792048,94.56789812146906,0.00595,15.0,0,CYTOSIM
77.75355526265577,87.58131228497666,0.0052,15.0,3,CYTOSIM
-116.50684562924528,53.557023138007025,35.5,4.7,3,READDY
445.3119886832188,0.8740532644529821,0.024555,4.7,0,CYTOSIM
378.88592756864335,-157.4426341542703,77.5,150.0,4,READDY
-445.9712854604385,93.0650863325003,18.0,15.0,3,READDY
387.4176636177879,-68.40819815390535,72.0,47.0,0,READDY
698.9260690608039,37.70189136604154,0.030575,4.7,2,CYTOSIM
614.0676569951584,-89.91312181586329,88.5,15.0,4,READDY
-487.8369539708341,21.695393488543687,15.0,4.7,1,READDY
-369.99078491336724,140.65331536937617,0.00082,47.0,2,CYTOSIM
507.19640917284624,3.3901259505880716,0.000835,150.0,2,CYTOSIM
540.1090024055268,14.219949436855018,0.026775,4.7,1,CYTOSIM
408.25627429313914,-53.727697528279805,74.0,47.0,1,READDY
528.3795938972278,-128.9321081091856,82.0,47.0,1,READDY
150.5682080073372,56.61852971435724,54.0,47.0,3,READDY
433.87389543677267,36.57691472829879,0.02392,4.7,2,CYTOSIM
476.99039419505397,3.9974069461545696,0.024875,4.7,1,CYTOSIM
710.9811836617966,21.07342423104126,0.0096,15.0,3,CYTOSIM
-824.2773767336021,-97.30081605260386,0.00015,150.0,3,CYTOSIM
-731.2310995326368,37.64677307958243,9e-05,150.0,2,CYTOSIM
-231.20784744539532,55.99357219425224,29.5,4.7,2,READDY
-191.25583572951325,126.73547067821221,0.0034,15.0,1,CYTOSIM
304.0118538260189,52.46713704230899,0.021545,4.7,0,CYTOSIM
443.8997018001839,38.98302118167396,0.002415,47.0,0,CYTOSIM
-472.75567306597054,47.275539279243844,17.0,15.0,4,READDY
-592.1124240550856,53.361289531996704,0.000135,150.0,0,CYTOSIM
-91.77242193801504,108.54875764807355,0.004,15.0,3,CYTOSIM
-656.9103134220513,99.1592087074697,0.000145,150.0,4,CYTOSIM
255.44923048448828,111.80943973344267,0.002005,47.0,3,CYTOSIM
-694.1363351849625,42.72089826911781,0.00011,150.0,2,CYTOSIM
372.92435173088614,26.299853334932436,0.0071,15.0,1,CYTOSIM
-440.43603296784875,92.61962682489991,0.006495,4.7,1,CYTOSIM
360.92342160257755,55.14884004303883,0.00705,15.0,3,CYTOSIM
92.91768919779736,132.65477559009184,0.016795,4.7,0,CYTOSIM
-989.9956329861632,-99.76132241903008,0.000315,4.7,1,CYTOSIM
-596.8354833965457,93.60697971890079,0.004275,4.7,2,CYTOSIM
-423.03872966257694,73.36592598059121,0.006495,4.7,2,CYTOSIM
-435.9959247636516,117.96617779560563,0.00681,4.7,2,CYTOSIM
-190.80663029804077,18.874696718724408,32.0,4.7,3,READDY
48.84855585170925,131.76785635937006,0.000505,150.0,2,CYTOSIM
-987.5630386863911,-165.4019294758607,3.0,150.0,1,READDY
293.28385071379677,-33.68999009799563,66.5,47.0,3,READDY
676.8310327023221,-106.15239981902539,96.0,15.0,0,READDY
-618.8940398907794,-69.12263614560186,12.0,47.0,4,READDY
189.75012733106075,120.9282770393055,0.01901,4.7,1,CYTOSIM
189.06062323304945,-195.76942181342326,68.0,150.0,3,READDY
442.0736875331581,-26.195160484465873,77.0,15.0,1,READDY
750.8883715769814,-194.81479261798756,100.0,4.7,3,READDY
696.4704623965483,-58.38912568416765,0.03026,4.7,3,CYTOSIM
246.35172741498286,90.06970756052021,0.019805,4.7,3,CYTOSIM
541.4141606450178,38.406705156138514,0.026455,4.7,2,CYTOSIM
-688.7971673672266,77.82111868259142,0.00033,47.0,4,CYTOSIM
117.1236190569955,-18.258599738897374,52.5,4.7,0,READDY
172.48308588025878,13.844496129562685,58.5,15.0,1,READDY
-300.1488183447656,-200.51820720914668,37.0,150.0,2,READDY
173.12564605500523,-280.6070405092448,63.5,150.0,4,READDY
3.4330547386819603,49.20463154840047,43.0,4.7,4,READDY
403.7889743298162,-61.23879087924979,72.0,47.0,2,READDY
344.63645697739474,46.86896569258886,0.007,15.0,4,CYTOSIM
93.97734694626189,136.33127786143234,0.00169,47.0,0,CYTOSIM
472.54226456625355,103.21364911603666,0.00815,15.0,3,CYTOSIM
632.1738772137664,-124.07409199627466,90.0,15.0,2,READDY
692.473820997252,-118.58370434871335,96.5,47.0,4,READDY
100.02808301505576,135.2988516662491,0.016635,4.7,3,CYTOSIM
719.6864276985405,16.342720073596638,0.00098,150.0,4,CYTOSIM
486.3661050119203,7.7678954679123535,0.00081,150.0,1,CYTOSIM
696.1850809745779,-142.5408719266585,99.5,150.0,0,READDY
354.59424311032666,96.26921883679108,0.00071,150.0,4,CYTOSIM
655.3817724515125,-166.75984946202777,90.5,47.0,3,READDY
-331.46451331307264,144.55722091885252,0.00028,150.0,3,CYTOSIM
-179.56406870181928,123.38005417248394,0.00345,15.0,3,CYTOSIM
-289.1772989009603,58.376633314267565,26.0,15.0,4,READDY
-982.6115088676493,-133.56532845198137,1.0,47.0,3,READDY
-669.4087002523958,-253.57008452190883,16.5,150.0,1,READDY
-998.3146902123369,-94.08195776202604,4.5e-05,47.0,0,CYTOSIM
399.38791320749675,-81.16916665096358,74.5,4.7,4,READDY
56.35528497306791,57.24257039281679,0.0005,150.0,0,CYTOSIM
285.54083597371147,59.088962903747756,0.000655,150.0,4,CYTOSIM
654.614262858043,-63.17080276978231,0.00294,47.0,0,CYTOSIM
396.0280751856056,70.05680386958159,0.023445,4.7,2,CYTOSIM
-1022.7048252226905,-130.92886956025154,5e-05,15.0,1,CYTOSIM
-124.41766792300882,137.79080275495483,0.01204,4.7,2,CYTOSIM
649.3688985088979,-207.95075546556302,95.0,47.0,1,READDY
-11.426793801180906,147.12661832948845,0.0047,15.0,3,CYTOSIM
-510.930461352694,86.91926105609048,0.005545,4.7,2,CYTOSIM
361.10465822007626,-67.10103703268771,70.5,150.0,2,READDY
498.89104381572264,12.53980956551527,0.025825,4.7,4,CYTOSIM
-176.87343012214998,121.0426848531041,0.01125,4.7,0,CYTOSIM
379.3892681132017,46.80007374538445,0.02313,4.7,2,CYTOSIM
-381.57034609064306,47.190270914115786,23.5,47.0,4,READDY
453.96260299613783,98.95943566865833,0.0008,150.0,0,CYTOSIM
-104.56687823673838,130.96759116417581,36.0,4.7,0,READDY
263.8454393560191,99.91880639232852,0.00202,47.0,3,CYTOSIM
373.53009605105507,-61.61912479624232,69.0,4.7,0,READDY
559.9969793284727,66.83722364758216,0.002735,47.0,2,CYTOSIM
-418.62783796942557,-498.39921469292165,44.0,150.0,3,READDY
-600.7536534164062,-234.92576134715853,19.5,150.0,1,READDY
309.07796683623263,62.00147274114124,0.00665,15.0,2,CYTOSIM
17.94645562416673,67.14048631572143,0.00047,150.0,0,CYTOSIM
-573.5801602057368,-253.47331014053907,26.5,150.0,2,READDY
212.41868251759746,-33.0737378532707,58.0,4.7,1,READDY
237.77415441967423,88.92997234053416,0.00199,47.0,4,CYTOSIM
264.08646349763063,85.7189181363309,0.00065,150.0,0,CYTOSIM
49.26579428616748,105.93876569001111,0.001595,47.0,0,CYTOSIM
-749.7012354328592,42.30423958724589,8e-05,150.0,2,CYTOSIM
-673.3248923167255,-155.0915974909832,14.0,47.0,0,READDY
-195.13265071638472,130.2244967219234,0.00035,150.0,3,CYTOSIM
-996.1860029234747,-134.40108082803408,6.5,150.0,0,READDY
-845.187612082716,-296.2357203664402,13.5,150.0,2,READDY
-490.07934926273373,64.31615430180625,0.000585,47.0,1,CYTOSIM
-135.82532534456678,-364.8067028616688,52.5,150.0,3,READDY
670.7280764322156,-8.704603102902183,0.0093,15.0,3,CYTOSIM
631.7157363049166,-46.18193565032925,0.028675,4.7,3,CYTOSIM
117.76353495245695,94.72146682266055,0.00177,47.0,4,CYTOSIM
-385.83906937248645,-202.18793760774338,32.5,150.0,2,READDY
-767.3530462922877,-37.013582224806896,8.0,47.0,2,READDY
25.643601884749557,115.19392848631549,0.001515,47.0,4,CYTOSIM
285.38855457733433,-21.519931764028343,66.0,150.0,0,READDY
154.1043588647787,18.161396513122668,53.5,47.0,0,READDY
497.0531620989713,-56.674093903995754,0.025505,4.7,0,CYTOSIM
-182.72197832567247,111.58999589600296,0.00036,150.0,2,CYTOSIM
-56.08978189267003,72.13093947105278,41.5,15.0,3,READDY
549.6312228398233,-112.29974456586604,85.5,4.7,0,READDY
-100.22526747256023,101.77909965840729,36.5,15.0,0,READDY
152.18290082525232,21.646750322668595,54.0,47.0,2,READDY
618.9120514527146,-92.71445959948699,0.0091,15.0,1,CYTOSIM
362.0320356846219,18.73279827837291,69.0,47.0,3,READDY
606.5951454158264,-146.33338960800722,90.5,4.7,2,READDY
-503.31355962887113,97.05241669876716,0.00175,15.0,2,CYTOSIM
-306.42341620996444,-343.31559637211626,44.0,150.0,4,READDY
-434.87501139416815,40.750057750867654,19.0,47.0,3,READDY
-40.74392406777139,100.32664287383557,0.00435,15.0,1,CYTOSIM
69.97331499372564,-130.32387319672637,55.5,150.0,2,READDY
-0.6497724210859133,106.12697775999766,42.0,15.0,4,READDY
-79.42111647870303,147.5434328849591,0.00415,15.0,2,CYTOSIM
-780.3516321673749,-6.335690327077714,0.00055,15.0,3,CYTOSIM
-35.468187605583296,30.212535651352027,42.0,15.0,2,READDY
318.5194923192784,64.6051828093058,0.0066,15.0,3,CYTOSIM
-573.7208542759498,81.50851249870163,11.0,15.0,2,READDY
309.15159563073513,-3.9593389536489667,64.5,4.7,3,READDY
12.528676566635681,152.03109474160567,0.000475,150.0,4,CYTOSIM
573.8806675947185,-121.3353418522745,86.0,4.7,4,READDY
361.208128170552,-77.88726728487336,71.5,15.0,4,READDY
260.8341621980754,61.28316535637589,62.0,15.0,3,READDY
-258.01134439449703,100.27569246242831,0.00095,47.0,1,CYTOSIM
130.6149816320215,76.9604287992737,0.017425,4.7,0,CYTOSIM
-592.1530381793588,-5.532801711188085,14.5,47.0,2,READDY
-705.4339912826338,-385.60558961902416,30.5,150.0,3,READDY
-17.303921656364935,120.62835050368687,0.000465,150.0,2,CYTOSIM
-854.3296033460879,-86.21651999867743,0.00012,150.0,3,CYTOSIM
105.5915129499362,111.57011449738377,0.01695,4.7,0,CYTOSIM
-402.6181691630625,74.65457014450806,20.0,15.0,3,READDY
25.426237828407977,93.95263845215516,0.00475,15.0,1,CYTOSIM
130.2911073224695,40.80341550989283,52.5,15.0,0,READDY
688.0707598055926,-117.08692726328161,92.0,4.7,0,READDY
-62.536490525022316,15.034110718958118,41.0,47.0,1,READDY
-137.93438550793022,173.05678561693992,0.000385,150.0,4,CYTOSIM
153.51530571349923,105.93609666921873,51.5,15.0,3,READDY
482.93279108494113,59.237473246156355,0.000815,150.0,3,CYTOSIM
-391.64362844204237,90.75679166443445,0.000235,150.0,2,CYTOSIM
9.736534290418831,99.33273985177186,0.001455,47.0,1,CYTOSIM
236.73457010148536,65.89056460725374,0.00062,150.0,2,CYTOSIM
338.57871198230504,24.11134747012852,0.002195,47.0,2,CYTOSIM
-775.9880958559277,-165.66835969731767,8.5,47.0,1,READDY
-406.00608595692967,-505.54544036034747,44.5,150.0,3,READDY
-621.5243790956259,77.60080754589501,0.00013,150.0,2,CYTOSIM
654.422650189045,-157.17724614197766,90.5,4.7,3,READDY
-101.84230506945198,100.27319875091564,35.0,4.7,4,READDY
-851.6699680480308,-82.44210389688851,4.5,15.0,2,READDY
-1054.1481430222682,-162.85632539839344,1.0,150.0,1,READDY
-376.5398498040389,47.86641951389754,21.0,15.0,2,READDY
353.804498873917,71.04620577481535,0.02218,4.7,3,CYTOSIM
270.59011518315407,83.75539312752755,0.000665,150.0,0,CYTOSIM
60.635453727081824,109.962221550972,0.015685,4.7,1,CYTOSIM
535.873414507181,-138.77831997913688,84.0,4.7,4,READDY
-809.655570062022,-41.64591291694876,0.001585,4.7,3,CYTOSIM
-479.7043026935162,109.83314035934575,0.000585,47.0,4,CYTOSIM
395.24208226628406,47.43793908216776,0.0073,15.0,4,CYTOSIM
-542.9521967243495,75.1746520151645,0.0016,15.0,0,CYTOSIM
180.7324918846383,29.69424502393258,0.001835,47.0,3,CYTOSIM
-521.7946590785629,90.42286252205133,0.00523,4.7,1,CYTOSIM
287.4675587642923,-4.7316717055456365,64.5,15.0,1,READDY
-222.30933953002122,110.3976582143456,0.0032,15.0,1,CYTOSIM
-527.6753845791952,70.9656341488643,13.5,15.0,4,READDY
305.0477965009018,-88.27644170111671,67.5,15.0,1,READDY
277.8475124115137,-197.7007431595016,70.0,150.0,4,READDY
395.256444430002,-30.060621815946092,69.0,4.7,2,READDY
-359.7294385522488,86.38679173805974,0.007765,4.7,2,CYTOSIM
634.4596431921993,-13.252348904421524,0.000935,150.0,1,CYTOSIM
313.34221724688865,-38.47224240278695,66.0,150.0,1,READDY
612.684400155109,-159.366451378541,90.0,4.7,2,READDY
-417.72836189767486,20.301488501365952,0.00225,15.0,3,CYTOSIM
-1032.039697529428,-216.38814022291524,5.0,150.0,4,READDY
202.32097046185726,115.71585907896986,0.00188,47.0,3,CYTOSIM
345.0229522051629,59.95400978883629,0.02202,4.7,0,CYTOSIM
-482.55182592175186,60.36932165564906,16.5,15.0,0,READDY
173.54072012594617,46.96698809142447,55.5,15.0,1,READDY
-477.84469678111503,37.37019047008857,17.5,15.0,2,READDY
-532.6109180421955,66.5981563354419,0.00155,15.0,0,CYTOSIM
71.80215383092752,82.4966220354114,0.0005,150.0,3,CYTOSIM
397.16874662615834,-69.65422660015895,74.5,15.0,4,READDY
-693.5417012021628,91.39281603357642,5.5,4.7,1,READDY
-764.9755649190367,37.591304779232814,3.0,4.7,1,READDY
-274.6825962129903,75.08235811173233,0.000305,150.0,0,CYTOSIM
193.42501906926196,58.37394915984362,0.0006,150.0,1,CYTOSIM
-381.32160293521673,-336.591069650658,41.0,150.0,4,READDY
-462.6685543654103,71.29632829311788,0.000205,150.0,1,CYTOSIM
545.4242615391504,-8.317800438693553,0.000855,150.0,1,CYTOSIM
-579.3549660098915,36.290175289123454,0.000155,150.0,0,CYTOSIM
206.7943767126527,-17.798067744815512,61.0,15.0,0,READDY
82.39470027370913,98.38885814136358,0.001595,47.0,3,CYTOSIM
180.4462130707464,88.79081890695818,0.00585,15.0,0,CYTOSIM
525.2050670601568,-113.14365436321043,88.0,150.0,3,READDY
355.43922689609366,-17.362777887657558,69.0,15.0,4,READDY
-898.3904084772842,-44.5471839672374,6e-05,150.0,1,CYTOSIM
339.075447170774,27.658959777348514,67.0,4.7,3,READDY
510.15442303778144,-70.06957435151014,79.0,4.7,2,READDY
107.63991024915805,29.93247264597653,50.5,4.7,0,READDY
-384.9356784655917,108.13683889944434,0.00024,150.0,1,CYTOSIM
-672.5192509123915,68.93558868773118,7.0,15.0,4,READDY
720.1806595912524,14.853217772143466,0.01,15.0,0,CYTOSIM
-380.61004578714187,78.40205476903782,20.5,47.0,2,READDY
22.771217880676375,-2.94864842173763,45.0,4.7,3,READDY
74.65554587141196,90.1504972770714,0.00495,15.0,2,CYTOSIM
377.2884889603741,-52.585426906341695,71.5,150.0,1,READDY
612.5104243818478,-130.1823295678107,87.0,4.7,1,READDY
533.9616864033762,-15.08075667412379,0.0083,15.0,2,CYTOSIM
296.7213756377441,-52.14949101790967,65.5,4.7,3,READDY
-636.7361029498438,75.42594963146064,0.003485,4.7,0,CYTOSIM
737.0417309667828,6.118434885420243,0.003145,47.0,2,CYTOSIM
-795.6878829915679,-257.8259638199255,18.5,150.0,4,READDY
-211.09736178811724,37.23102130617974,31.0,47.0,0,READDY
-900.9361319853356,-5.5476040396150665,7e-05,150.0,4,CYTOSIM
-257.7724210221198,91.10454398060335,0.00098,47.0,2,CYTOSIM
578.4831581051155,-110.62258186218105,87.5,150.0,1,READDY
38.59592657440555,78.18564323330986,0.01505,4.7,4,CYTOSIM
-220.73883631454999,81.54753322728959,30.5,47.0,3,READDY
-149.5241632728912,120.50982600194527,0.011405,4.7,2,CYTOSIM
656.6743134643996,-74.61035487944287,93.5,150.0,0,READDY
-257.05981911003556,38.63834454088851,28.5,47.0,0,READDY
-1014.0131181311665,-137.54001237910006,0.5,47.0,3,READDY
-376.2805194887619,83.88440576149299,22.0,15.0,3,READDY
-367.7431608921739,99.93842233669432,0.000805,47.0,3,CYTOSIM
-559.7104411667252,-271.03900043434487,30.0,150.0,4,READDY
