,PC1,PC2,TIME,VELOCITY,REPEAT,SIMULATOR,COMPRESSION_RATIO,PEAK_ASYMMETRY,NON_COPLANARITY
6950,-492.12281502896633,18.277836427654638,779.0,15.0,0,READDY,0.2524324832462784,0.0181855645600539,0.0018476205516004
2675,-59.2920336105408,-101.5494325200377,0.004975,15.0,1,CYTOSIM,0.1491425211079218,0.0104688221303999,0.0001814246450205
1309,-605.2076112013921,8.182729307175116,0.00089,150.0,0,CYTOSIM,0.2655598690418778,0.0032442203271041,0.0018594676891252
4302,1012.7438685522054,82.25635257668102,75.0,150.0,3,READDY,0.0372409730158196,0.2121186962796259,2.4725428399654063e-05
7124,-535.6707334917287,89.65163129477,824.0,15.0,4,READDY,0.2664271835157046,0.0205747408741872,0.0061713681477679
667,561.5050189574665,-79.49286659956502,0.000445,47.0,3,CYTOSIM,0.0419069628788623,0.0022286523866261,2.091669035706825e-05
1503,193.75009612313633,-112.924340753634,0.001065,47.0,4,CYTOSIM,0.100572547801444,0.0031493856425885,5.784572746410472e-05
7027,-520.2830849735684,59.7630901629571,799.0,15.0,1,READDY,0.259515832893141,0.0425239998527767,0.0044891714694441
7555,-725.6694694526028,77.79916608216112,940.0,4.7,2,READDY,0.304650895390357,0.0184745843165227,0.0059301484321105
1827,-173.9132972721173,-114.14167229447841,0.001795,47.0,3,CYTOSIM,0.1698588233307129,0.0025758614783532,5.8505285524033375e-05
1518,633.149722509877,-98.04387263680262,0.001105,15.0,4,CYTOSIM,0.0330104846403608,0.0295848535478313,0.000453481484243
6436,-269.62933728135556,46.04903087511509,643.0,4.7,4,READDY,0.2124492933205152,0.0143587943443034,0.0061737493468404
7528,-653.2183966669738,141.9963405309114,930.0,47.0,4,READDY,0.3026009408791532,0.0096963751846296,0.0078188441632391
4736,878.061131652841,132.24859197984094,191.0,150.0,0,READDY,0.0717306024404755,0.1872887680888347,0.0028416805763511
7610,-681.0117157674277,219.21991745111876,955.0,4.7,0,READDY,0.3083411490705133,0.0180909441405755,0.0183145130144498
6953,-460.77621039891494,59.897015972340085,779.0,15.0,4,READDY,0.2525938777669972,0.0091157986838739,0.0060893909225878
6858,-425.84835853706124,111.78115922931565,754.0,15.0,4,READDY,0.246358446620312,0.0129971778489564,0.0077131645948968
1687,-18.525132835972364,-127.8996610717342,0.001475,47.0,3,CYTOSIM,0.1394785951898237,0.0051260053977671,0.0002334056211506
6441,-284.28300182410885,85.39767737409402,643.0,47.0,0,READDY,0.2123335400715387,0.0046241716425865,0.008888737690025
1056,377.23600028507957,-83.00871635384524,0.000715,47.0,2,CYTOSIM,0.0674714732320208,0.0137075445522656,0.0001325385595911
5465,63.234061394421566,-28.278408510713724,387.0,4.7,2,READDY,0.1328372020321736,0.0365548905120224,0.0017934858172474
4141,801.5954138695132,-95.55387720012176,35.0,15.0,4,READDY,0.0264310132803067,0.0528782095134631,0.0018527731499035
1504,189.95560975349412,-145.47267142140095,0.00108,47.0,0,CYTOSIM,0.1020612504832282,0.0144623258747115,0.0006912342535367
7311,-586.5187228189509,105.4926272413155,874.0,15.0,0,READDY,0.2834204149907735,0.0071395700091639,0.0081420574265949
3886,-546.8707483957596,-19.43447887170084,0.027545,4.7,2,CYTOSIM,0.2611875476555045,0.0345601427240879,0.0012922079725839
3178,-607.5442997105636,-21.605020153174767,0.008795,15.0,4,CYTOSIM,0.2638085657997646,0.0024878694128933,0.0004519240406073
4895,337.5996568687384,-66.0625163492979,236.0,4.7,2,READDY,0.087564300763045,0.0094470237383911,0.0008065136651389
2394,-694.6999841739513,-19.693824527504898,0.003065,47.0,0,CYTOSIM,0.2903725221471579,0.01740506726656,0.000140626286863
259,818.5430622973173,-46.03484242364166,0.00016,47.0,0,CYTOSIM,0.0147941003449669,0.0335233946985162,0.0001833475248227
4857,356.43739622271164,-71.9647858645471,226.0,4.7,2,READDY,0.0852310295939532,0.0344663968285061,0.0006821147227933
1078,387.57838978691734,-87.95490813986486,0.00073,47.0,4,CYTOSIM,0.0689321852100126,0.0089019973909,2.1284406476316e-05
2819,-241.69346874167994,-108.75917050847764,0.00608,15.0,0,CYTOSIM,0.1823286852580523,0.0033647346443755,2.1303840168545933e-05
3836,-504.66837851060734,-85.03400630112604,0.025955,4.7,2,CYTOSIM,0.2460449992739576,0.0169896114271018,0.0001396904167141
7553,-667.1126587842325,165.3466505948847,940.0,4.7,0,READDY,0.3058727474075426,0.0136008267965577,0.0123432637139665
6576,-332.86882994100625,96.54203614871287,678.0,47.0,2,READDY,0.2245501083097424,0.0143725222560952,0.0080688604869142
4400,597.5519287447202,-29.35005920532275,106.0,4.7,1,READDY,0.0464957217368844,0.0077620440538884,0.0009121057958554
457,900.9945093645212,7.50151786169447,0.0003,15.0,3,CYTOSIM,0.0088741631192076,0.0580403427760941,2.737890965317882e-05
2959,380.723402731662,-100.39202279213634,0.007165,4.7,0,CYTOSIM,0.0679303834231945,0.0089254607174938,6.326824339817528e-05
2257,301.5923635741119,-125.65469441260007,0.002765,15.0,3,CYTOSIM,0.0828172469697984,0.0098846293817671,8.333081731016363e-05
318,941.5558708578603,-0.7086394379516108,0.0002,15.0,4,CYTOSIM,0.0058655682571321,0.1645971007069178,0.0002489383894423
2201,-548.7588910078154,-83.52775303585928,0.002635,47.0,2,CYTOSIM,0.2495653434020615,0.0044824642348388,6.982915260037323e-05
5928,-114.5635008225265,-28.489504820181256,508.0,47.0,0,READDY,0.1718420793480612,0.0102455013221279,0.0021286260623141
4939,345.9894272363514,-32.38008585791124,246.0,15.0,4,READDY,0.0887987370660986,0.0117849895582065,0.000999377647778
7785,-712.8925575123726,204.93626487971753,1000.0,4.7,4,READDY,0.3238488513093731,0.002148925968199,0.0159556395200478
3422,82.2096483707212,-97.80148720130657,0.01274,4.7,3,CYTOSIM,0.1207960375157284,0.0027344866119963,0.0002563945803175
3203,-631.491920099786,-86.4085620880274,0.008995,15.0,4,CYTOSIM,0.2697838989084127,0.0067203213433351,0.0005392731717971
1077,389.1276093562201,-148.67689411869327,0.00073,47.0,3,CYTOSIM,0.0688078790821049,0.0191160264999941,0.0012978502395203
5337,130.90532324511312,-79.52335863126419,352.0,15.0,3,READDY,0.121179500719912,0.0093676242975531,0.0011383018807452
5334,135.22413944565352,-70.71672714155054,352.0,4.7,4,READDY,0.1223869433879357,0.008725464883795,0.0014691534768104
3818,-497.31105465084624,-74.35542632234831,0.025315,4.7,4,CYTOSIM,0.2399395039133114,0.0062305969066729,0.0001702729311646
6036,-153.34494337236413,-16.475012785575842,538.0,4.7,3,READDY,0.1817295387977519,0.011725646507664,0.0027060194061164
4739,902.8813401145943,316.6879771937726,191.0,150.0,3,READDY,0.0728068893554613,0.2079637164522495,7.746413824866224e-05
5924,-100.43420503588987,-7.344375127797171,508.0,15.0,0,READDY,0.170463440827328,0.0117033648524298,0.0028934915848426
4431,670.673986132393,135.69635379776247,111.0,47.0,4,READDY,0.0486806057254392,0.0684738517798505,0.0053002844528332
600,102.03469065981287,-92.84767583101983,0.000395,150.0,1,CYTOSIM,0.1170472344754441,0.0282569225538801,3.476131436730047e-05
1718,-41.149915257561474,-131.0636565515334,0.001555,47.0,4,CYTOSIM,0.1470873004128817,0.0113728669211193,0.0001806431970435
7418,-546.3332355130943,148.03866476553878,899.0,150.0,3,READDY,0.2884353321505836,0.0413427636454635,0.0119932302175032
210,624.8459669887864,-96.12183510042266,0.000125,150.0,1,CYTOSIM,0.0360119599017902,0.0030037692071169,0.0004274157680564
3689,-332.9048419403742,-112.74899467046018,0.021335,4.7,0,CYTOSIM,0.2023099393600044,0.0046401877821563,7.756938463384387e-05
7522,-691.6463039830702,111.76011661838089,930.0,15.0,3,READDY,0.3003202219057221,0.0224133798441552,0.0082661893700228
1971,-287.93327987868065,-100.36572384794515,0.00211,47.0,2,CYTOSIM,0.1997575266980263,0.0291071743261092,2.1294493119344064e-05
6326,-245.18993975908808,25.623248650721457,613.0,15.0,4,READDY,0.2026152467351903,0.0115564989079625,0.003716042104572
2213,297.27391229182496,-105.88580398920115,0.002665,15.0,4,CYTOSIM,0.0798604546714453,0.0036949865124129,0.0001170630112865
5733,-25.164260858153725,7.276113088540011,457.0,4.7,4,READDY,0.1540529835467412,0.0181789120545713,0.0030631670365959
580,129.52659575740893,-126.2864256119505,0.00038,150.0,1,CYTOSIM,0.1125335424345674,0.0133926412014139,0.0005326815367378
1555,129.24917262211898,-97.73457027675002,0.00119,47.0,1,CYTOSIM,0.1125353681438936,0.0102730348114136,0.000222576677881
936,924.8643528239942,61.5558948171632,0.000635,4.7,2,CYTOSIM,0.0059891614461552,0.0674692173261459,0.0005485644518372
4410,694.9864803542079,78.89033057133298,106.0,47.0,2,READDY,0.0470879356598175,0.0542745313372061,0.0045521571943759
6127,15.347369727910182,338.8265894592179,558.0,150.0,4,READDY,0.1853529558023084,0.0760814950510845,0.0206309273783005
3153,328.00258207718986,-87.22617178575125,0.0086,4.7,4,CYTOSIM,0.0816051550444758,0.0314087086689963,0.0003038090188368
4,1056.0832778321947,89.97097166229966,0.0,4.7,2,CYTOSIM,4.440892098500626e-16,0.0,0.0
366,628.5040805349834,43.20909786530201,0.000235,150.0,2,CYTOSIM,0.0690180780654728,0.1171151989714854,0.0019714837635914
3821,-493.8744073111832,-118.51014166019563,0.025475,4.7,2,CYTOSIM,0.2414678618333127,0.0056515974796622,0.0014194030491568
7346,-604.2020516243656,173.84404433306938,884.0,4.7,2,READDY,0.2871602078472095,0.0183441462383534,0.0124377495787376
3080,-513.0653774304698,-46.00961642301369,0.00809,15.0,1,CYTOSIM,0.2426080012943038,0.0044966509051652,0.0003619250085663
6913,-447.91604683376437,49.6097954798977,769.0,15.0,1,READDY,0.2506380968137084,0.0203439035128722,0.0056225427437469
7121,-526.6291068136727,138.199942218093,824.0,15.0,0,READDY,0.2660330212161703,0.0177530076447753,0.0127413550035933
5112,267.7624433201005,-32.179800607476935,291.0,47.0,1,READDY,0.1032886448614998,0.0044324804375042,0.0025036475251304
496,304.2283216506673,-62.5838148958476,0.00032,150.0,2,CYTOSIM,0.0946735609560087,0.0613096244941517,0.0009825143757688
268,549.2997523736102,37.07938444336723,0.00016,150.0,4,CYTOSIM,0.0465523083071782,0.0574657194794646,0.0019178815214786
4282,958.926600750139,203.82871575966965,70.0,150.0,2,READDY,0.0372132396042819,0.1690499795100684,0.0037597341801984
4511,958.5115889691997,94.29255617780306,131.0,150.0,3,READDY,0.0533126812545752,0.1872089057452642,0.0001234972550444
3729,-374.8400484836275,-111.96738442968369,0.02261,4.7,0,CYTOSIM,0.2143207680925005,0.0045488613230005,0.000173686768963
7739,-704.8548719566818,210.73817639033882,985.0,150.0,1,READDY,0.3153831715124252,0.0114530042360598,0.0167220064214543
126,985.0332111003431,43.49597612593261,6.5e-05,150.0,2,CYTOSIM,0.0180096159283026,0.1864144808619764,8.129999628525579e-05
4115,775.5616559216105,-31.32974352811475,30.0,4.7,1,READDY,0.0234410758426923,0.050112122103322,2.625785658715382e-05
4192,716.2306727935077,-70.32421512676369,50.0,4.7,2,READDY,0.0291889551746047,0.0075915193209851,2.9544326361265727e-05
4924,342.8823846787064,39.84835798271562,241.0,47.0,3,READDY,0.0903967484841158,0.0758584907082638,0.0038066384865817
5201,203.5780475393115,-59.474720904362734,317.0,4.7,4,READDY,0.1123665569244614,0.0120138515098014,0.0012124216428192
2550,60.047549835541226,-90.34744518985651,0.00402,15.0,1,CYTOSIM,0.1205097649515625,0.0281867793896005,0.0001661451124915
1098,361.8037440192188,-101.98717924741271,0.000745,47.0,4,CYTOSIM,0.0702128080486998,0.0267445997132187,6.536074267652284e-05
4462,564.1023972176714,-64.5748879837186,121.0,15.0,1,READDY,0.0505436004024667,0.0082599233267367,0.0001677661754479
7152,-474.45259773150667,165.54719956344547,829.0,150.0,3,READDY,0.2695384180371517,0.0138128538756545,0.0147317459751192
7242,-564.9226564378688,138.0657545861195,854.0,47.0,3,READDY,0.2776895854465602,0.0123921568899166,0.0099444092612246
4774,857.3286138645474,123.81145245720138,201.0,150.0,0,READDY,0.0745155116696243,0.186230662570127,0.0041973914248185
3332,-743.2065027181842,-29.059419084110694,0.01,15.0,3,CYTOSIM,0.2998546758978218,0.016594128697988,2.836135585187728e-05
3697,-324.32635664278115,-102.79948456984337,0.021495,4.7,3,CYTOSIM,0.2038438987758573,0.0125293906429309,1.42557541244275e-05
1793,-106.28211788502188,-149.1741786266565,0.001715,47.0,4,CYTOSIM,0.1624002334873923,0.002484168444966,0.0022560007828152
5871,-75.28494944676999,-5.595747157483832,492.0,47.0,0,READDY,0.1672151075013639,0.0133313007418785,0.0044425402451263
1961,-286.0023477897044,-106.0115779818507,0.002095,47.0,2,CYTOSIM,0.1982920386520011,0.0100266103060894,8.653287924029855e-05
2418,249.35429221081978,-96.26816955537896,0.003115,15.0,4,CYTOSIM,0.093351090324155,0.0236070011694115,0.0002457460669392
486,967.8980684230539,60.01692192547257,0.00032,4.7,2,CYTOSIM,0.0030978657709316,0.0381579907726812,0.0001138913203081
3224,-636.320618622437,-61.278859101740245,0.009195,15.0,0,CYTOSIM,0.2757640611235699,0.0133601488862591,9.248705960114846e-05
440,290.6739239153925,-124.04997416893505,0.000285,150.0,1,CYTOSIM,0.0840359430455478,0.0161161164613368,9.300969509725284e-05
4069,994.8565735372852,42.981477498446154,15.0,47.0,3,READDY,0.0169866894136465,0.1541875814752557,0.0002259809405115
5946,-100.14523198199538,19.610988145090793,513.0,15.0,4,READDY,0.1715372730084462,0.0122181746070616,0.0044001120202689
506,274.84270259894123,-46.77561572131714,0.00033,150.0,2,CYTOSIM,0.09756823201601,0.0521519275978353,0.0014816524806473
2000,-341.7896514018429,-80.49798303899539,0.00219,47.0,1,CYTOSIM,0.2073738572121866,0.003806993979585,6.349170448678972e-05
7688,-732.3423925902398,212.80264516177039,975.0,4.7,2,READDY,0.3145524357826531,0.0218176441179077,0.0162535303064612
5734,-26.115436685891723,-50.606744621946476,457.0,15.0,0,READDY,0.1545642764452472,0.0343117893800667,0.0014127893754757
3663,-274.4231603940329,-94.62537586141451,0.02038,4.7,4,CYTOSIM,0.1931846667464108,0.0037929508329848,4.678907695300887e-05
3876,-578.1740719030943,-112.52013762153874,0.027225,4.7,2,CYTOSIM,0.2581555199246403,0.0242833262867251,0.0039259239093326
2159,702.0288147528719,-53.93685168280525,0.00255,4.7,0,CYTOSIM,0.0241418639307561,0.0081146664421325,8.862197961771823e-05
7648,-684.4964295258279,183.45489310038826,965.0,4.7,0,READDY,0.3107285155460892,0.0004962339788402,0.012922586802811
1519,156.48866416206602,-112.07529681308168,0.00111,47.0,0,CYTOSIM,0.1048845130156809,0.0345398505211498,0.0001945831387712
2544,602.5332533404331,-81.24670685850464,0.00398,4.7,0,CYTOSIM,0.0377035166566811,0.0194879049897583,0.0001485532319763
3835,-541.0790041283825,-52.67425435702199,0.025955,4.7,1,CYTOSIM,0.2460584228909532,0.0128350153898117,0.0001554681453779
4945,733.9584365717519,158.94391558497702,246.0,150.0,0,READDY,0.0890280301694467,0.1505131858336162,0.0099707738110997
1050,-355.77239613209287,-61.37665321232069,0.00071,150.0,1,CYTOSIM,0.2115695183077645,0.0147905447988656,0.0003613738374303
6255,-204.52910411681296,12.470276714962626,593.0,47.0,4,READDY,0.1979038372160556,0.0136245510577925,0.0028712855413645
876,-187.09100543499494,-89.47061617275648,0.00059,150.0,2,CYTOSIM,0.1755090816946819,0.0199860096803221,0.0002563313484518
1422,-702.290360809656,-45.4286946449009,0.000965,150.0,3,CYTOSIM,0.2880692652208901,0.0036385515421756,0.0001729648895588
6750,-371.7484489980342,91.38299497027741,724.0,150.0,0,READDY,0.2381781462735972,0.0142501477048051,0.009573377371938
2506,127.76344747854095,-97.68897641433455,0.00367,15.0,2,CYTOSIM,0.1099733307565213,0.0104008433609449,0.0001622031614861
5339,155.72390827287234,-31.375537469792672,352.0,47.0,0,READDY,0.1212000332503946,0.0065724290293512,0.0024799551530703
3470,-12.718091485600887,-120.03559782750085,0.01433,4.7,1,CYTOSIM,0.1358386888917593,0.0175682670956911,7.949460623628256e-05
3741,-406.9394188305345,-58.9647380457689,0.02293,4.7,2,CYTOSIM,0.2173491755450435,0.0282091425388353,3.973521653034429e-05
5569,77.55985283960754,22.82887669613319,412.0,47.0,2,READDY,0.1419620836698184,0.0142131634789758,0.0058973327547788
1857,-227.62410333287488,-98.27201764711091,0.00186,47.0,3,CYTOSIM,0.1760661361276095,0.0276426385408244,7.376223180308849e-05
3677,-305.49938329054015,-73.3651587260081,0.02086,4.7,3,CYTOSIM,0.1977938058909437,0.0036426073456361,0.0002408500406843
1592,87.36116294325173,-147.56221293430704,0.00127,47.0,3,CYTOSIM,0.1200943109770278,0.0024770032677041,0.0005649846250202
2181,-486.43654052755875,-101.24207128330409,0.00259,47.0,2,CYTOSIM,0.2453668623155225,0.033047277080773,0.0005804307863654
1009,425.9727107091489,-106.38709352003741,0.000685,47.0,0,CYTOSIM,0.0645258126191222,0.002427793422168,0.0003463296744366
1748,495.7116151710083,-95.11866025961123,0.00161,15.0,4,CYTOSIM,0.0481686021974956,0.0028426178584591,4.478987135955592e-05
5852,-67.21615691253179,25.96284209432147,487.0,47.0,0,READDY,0.1646916021825081,0.00816900929016,0.0049361046162
5909,-102.03049434448262,-29.73723315059923,503.0,47.0,0,READDY,0.1699854791702166,0.0082137531851382,0.0024531812856036
5902,-111.34040934441961,-43.55207610326669,503.0,4.7,2,READDY,0.1701302531865467,0.0113885351611487,0.0016860408123078
7084,-481.1606008681198,110.7859399185277,814.0,15.0,1,READDY,0.2645738965785872,0.0030344351439853,0.0083720183997018
7711,-714.8288332643222,196.37732073320353,980.0,15.0,1,READDY,0.3139909073909744,0.0245231535366352,0.0131258096661577
278,546.0859823068203,18.44566121877603,0.00017,150.0,4,CYTOSIM,0.049505978809422,0.0408906912117145,0.0012461854650758
6344,-247.43002691298557,15.357994099327861,618.0,15.0,3,READDY,0.2031404319564982,0.0052859167778326,0.0046835275427876
4214,749.3553738330472,30.201712986843365,55.0,15.0,0,READDY,0.0323459119627806,0.0091237050488389,0.001779243418759
2539,86.27432621554895,-134.94136763893385,0.00397,15.0,0,CYTOSIM,0.1190610356972636,0.0175575762487179,0.000339260222247
6239,-164.54783471833306,89.46703730310858,588.0,150.0,2,READDY,0.1935800500280029,0.0075699321355309,0.0076798606420497
808,-127.9264115294035,-107.75086138915404,0.00054,150.0,4,CYTOSIM,0.1605140909811502,0.0024410995067036,3.192122905153694e-05
4873,711.0759959265134,224.99669014101485,226.0,150.0,4,READDY,0.0829200221623586,0.1473829239984697,0.0006192636439255
6296,-185.22662005257212,90.19856022751455,603.0,150.0,2,READDY,0.197612186505936,0.0045096146389642,0.0082583228218268
6135,-189.3800722245542,11.357688587445873,563.0,15.0,3,READDY,0.188643554665553,0.0177337393313156,0.0035437532616281
4749,405.2150025508903,-18.627759002292667,196.0,15.0,4,READDY,0.07480130729487,0.0085104102208303,0.0021255722104776
820,780.3781791483455,-20.192502420506838,0.000555,15.0,1,CYTOSIM,0.0165110684931116,0.0080494752598579,3.682303820849256e-05
7095,-445.74110040636015,168.8128494143644,814.0,150.0,3,READDY,0.2628464508771246,0.0084689541436666,0.0149905361361777
3111,-537.6519157634305,-47.35882411132198,0.00829,15.0,2,CYTOSIM,0.2485672995883312,0.0026768020509581,0.0001462363949861
5920,-115.1782271708476,-0.40515882397140146,508.0,4.7,1,READDY,0.1717205490925462,0.0327457108746389,0.0030640554994645
2707,-84.46812330444672,-90.0479267658205,0.005225,15.0,3,CYTOSIM,0.1566222467763929,0.0254241663109857,0.0003550231764538
4030,1061.3686097591537,119.08232504581534,5.0,47.0,2,READDY,0.0151712210472124,0.0918311080329009,0.0001494257414416
5873,-71.76332128460415,1.0742622238453112,492.0,47.0,2,READDY,0.1662199411252242,0.0117991675478007,0.0033876436117413
1246,-549.4064432277004,-24.031984932757414,0.000845,150.0,2,CYTOSIM,0.2520212786539669,0.0063394166782385,0.0004967472782019
3841,-544.5783932071564,-7.727593939285555,0.02611,4.7,2,CYTOSIM,0.2475005637391235,0.0210219851472086,0.0006242589084426
7107,-526.4684902307035,134.29653716917193,819.0,47.0,1,READDY,0.2681338045618878,0.0322726724884004,0.0092427148843306
666,578.2645437635659,-87.69893232683431,0.000445,47.0,2,CYTOSIM,0.0417774718296527,0.0245943840428296,0.000251294180228
5592,107.51463525486741,113.10453357157607,417.0,150.0,1,READDY,0.1416112360577942,0.0089223814840053,0.0095094953614651
6934,-450.67295538727757,92.59857102698156,774.0,15.0,4,READDY,0.2519785645919457,0.0063713577825976,0.0085041934500933
2228,-550.9982829198441,-74.45916599900602,0.0027,47.0,4,CYTOSIM,0.2557579572662547,0.0004574114538342,0.0003632661282493
3391,132.4902332744508,-143.77076898335366,0.01178,4.7,2,CYTOSIM,0.1116684193222219,0.0036309819095525,0.0003073304661912
957,-264.9819571638456,-155.5458266263804,0.000645,150.0,3,CYTOSIM,0.1920388247566925,0.006437592890551,0.0022500499213088
233,822.1678069202536,-29.485150496994468,0.000145,47.0,4,CYTOSIM,0.013299559647122,0.0900319634291186,0.0003137986793026
2134,-464.945143734356,-106.58107741970136,0.002495,47.0,0,CYTOSIM,0.2362637526617479,0.0265039580710534,0.0003315878126948
1277,-557.0762916847631,-63.36495534916513,0.000865,150.0,3,CYTOSIM,0.2580731687230361,0.0082190210257524,0.0003490800014138
1377,-641.3600333685282,-126.1468873020107,0.000935,150.0,3,CYTOSIM,0.2790467472069321,0.0048210143667561,0.0034135824918163
7188,-527.9224963321454,113.0714475369637,839.0,150.0,1,READDY,0.2715090123476955,0.0151226423990836,0.0091705282493071
7600,-696.3625336658582,118.07161424296402,950.0,47.0,0,READDY,0.3091552918928901,0.0068857879530457,0.0079102753939796
6877,-437.70454798854865,89.32146872352625,759.0,15.0,4,READDY,0.24654292199956,0.0061030209411517,0.007119231261821
2319,-636.5372651945177,-39.11244444222069,0.002905,47.0,0,CYTOSIM,0.2751681258986653,0.012583328693893,7.854820328461635e-05
5885,-94.85864341922827,-30.213914803396715,497.0,4.7,4,READDY,0.1673969472719785,0.0077923508294643,0.0021603361216796
5720,-0.061343857539312596,9.01497951347,452.0,47.0,1,READDY,0.1551914919142835,0.0069129238688057,0.0044671645357792
6514,-276.6524435632138,68.43395031421812,663.0,15.0,1,READDY,0.2185479696302443,0.0083236524057505,0.0068670121612959
4467,651.2918275943339,54.31966397909984,121.0,47.0,2,READDY,0.0515209072417123,0.0532902030098152,0.0040986645260731
3121,-553.2098442986539,-42.74613636410652,0.00839,15.0,2,CYTOSIM,0.2516276068242918,0.0067681396827193,6.38116528096756e-05
7380,-514.723918761113,138.17220966333912,889.0,150.0,3,READDY,0.2864009373951488,0.042603899727325,0.0123050350998399
5745,81.6003095848431,171.5151688100765,457.0,150.0,2,READDY,0.1545754323598853,0.0037902114943756,0.0156074601731835
1729,792.1891531340921,-19.472430440756117,0.00159,4.7,0,CYTOSIM,0.0150299759404106,0.0126980026431412,2.633097866599318e-05
287,509.67815869930376,-48.9000041416962,0.000175,150.0,3,CYTOSIM,0.0510804873782201,0.0692242254340772,6.607610658480771e-05
3903,-558.8692196219744,18.057423326021713,0.028025,4.7,4,CYTOSIM,0.2657245369176692,0.0339580003104557,0.0020887391106951
7438,-606.1817370737454,130.69230119765228,905.0,150.0,4,READDY,0.2920151981635962,0.0133850722032031,0.0110337498648274
6745,-387.5934898230472,84.14790214757653,724.0,47.0,0,READDY,0.2391865667040844,0.0238477441069332,0.0083338505334057
349,442.6064438680394,-101.21879433219041,0.00022,150.0,0,CYTOSIM,0.0645101706683486,0.0599295258481681,0.0001137314890967
4741,435.7767265948688,-48.388482398340976,196.0,4.7,0,READDY,0.0760483265862608,0.0117220176016551,0.0008127491645213
4260,815.7219413004817,149.36861864694032,65.0,47.0,4,READDY,0.0342415135947669,0.1142124814153968,0.0027918911769513
3119,-501.37316677126154,-32.23335886475904,0.00839,15.0,0,CYTOSIM,0.2515727859018529,0.0458241218069821,0.0007892855222424
7241,-618.7783331460772,74.60102242186295,854.0,47.0,2,READDY,0.2797257181428481,0.0454955122501526,0.0035825511218503
2362,-692.189325053435,-53.237462733285895,0.003,47.0,3,CYTOSIM,0.2841948031346031,0.0069958749127934,0.0002060184903607
403,336.9102172405578,-108.15255639450915,0.000255,150.0,4,CYTOSIM,0.0750000531805643,0.0024444084587488,7.249784181079895e-05
5736,-20.180867838243948,7.521320503218012,457.0,15.0,3,READDY,0.1541795104296673,0.0136433306176487,0.0034348712206194
1652,558.6315067480703,-96.53957505648224,0.001405,15.0,3,CYTOSIM,0.0420564979777601,0.0083320889505166,9.129333067893566e-05
2176,-505.91052197975074,-76.44816573245286,0.00257,47.0,2,CYTOSIM,0.2433962840970096,0.0076857569024003,0.0001089801951969
1034,-340.9228528855553,-71.88586497712231,0.0007,150.0,0,CYTOSIM,0.2085372161013802,0.0198151606705393,0.0004738031487353
5224,208.26514393369257,-9.621902763203714,322.0,15.0,4,READDY,0.1143638520020553,0.0106869908828489,0.0034511675726286
1114,-409.47705714687635,-63.44613156101751,0.000755,150.0,0,CYTOSIM,0.2250220191913831,0.0240560745882761,0.0002707590109046
2699,-114.76501393217244,-114.92390291928425,0.005175,15.0,0,CYTOSIM,0.1551558928527615,0.0183449827907966,0.0001248606026646
5630,83.81317251218371,97.99432649829023,427.0,150.0,1,READDY,0.1441953608555458,0.0058371660070665,0.0094502816689156
1584,97.55314576914945,-79.89944906361876,0.001255,47.0,0,CYTOSIM,0.1186803025278551,0.0084924720382468,0.0005851765473134
574,620.1039780641645,-61.80853001481949,0.00038,47.0,0,CYTOSIM,0.0356026784677,0.0140025155729481,2.2547405682477547e-05
644,585.9044112324269,-86.96256336618148,0.00043,47.0,0,CYTOSIM,0.0403307091455897,0.0068567422642221,6.944263960677378e-05
1988,394.70589429363633,-113.09201377204579,0.00216,15.0,4,CYTOSIM,0.0646732460290819,0.0141412198320406,2.9822608010927023e-05
6060,-137.16571005599226,-14.289770075217483,543.0,15.0,4,READDY,0.1805202496477844,0.0019982394542464,0.0036521595913896
6808,-405.0886596047852,66.78634681916922,739.0,150.0,1,READDY,0.240152403143259,0.016292727855115,0.0078029656504919
7362,-595.1637313450575,91.89125483228942,884.0,150.0,4,READDY,0.2873112874863168,0.0163846599972484,0.0069619747469516
1766,522.6700718414955,-101.15847077690161,0.00166,15.0,2,CYTOSIM,0.0496639511920001,0.0130222317720946,7.155363648339862e-05
2656,-54.765652021900614,-159.2780602939959,0.004825,15.0,2,CYTOSIM,0.1446118642099689,0.0108205803202905,0.0001992108841276
6699,-392.8774025849127,79.32095650603543,714.0,4.7,1,READDY,0.2355203797398369,0.0087418488259247,0.0087921231945909
6118,-159.23042157577567,34.76423792531443,558.0,47.0,0,READDY,0.1876656623386029,0.0108215822276372,0.0065293969636332
870,464.14132943128976,-27.85900946834288,0.00059,47.0,1,CYTOSIM,0.0555553072715326,0.0250279504097979,0.0008543989387257
1921,437.69377585667814,-91.97363510254988,0.00201,15.0,2,CYTOSIM,0.0601640520493372,0.0263530732526048,6.528763020577594e-05
2565,589.6818613230813,-84.0072690268391,0.00414,4.7,1,CYTOSIM,0.0392382014143442,0.0351154184910086,2.6440236684361093e-05
6220,-151.3094109817442,108.36560073566032,583.0,150.0,2,READDY,0.1934544731803303,0.0077732109116001,0.0093253783692055
4553,530.7551781182041,-55.80014424312516,146.0,4.7,2,READDY,0.0581717671972751,0.0072614595431269,0.0004315038102914
2608,552.2503143492073,-73.36788754923562,0.00446,4.7,4,CYTOSIM,0.0422723402313206,0.0245756922851956,1.2212892635253327e-05
1664,830.4270437482612,18.059067427100793,0.001435,4.7,0,CYTOSIM,0.0135900385941452,0.0283583466166406,0.000339409864638
